valid_at,pm2p5,relative_humidity,temperature,pressure,wind_speed,cloud_coverage
2022-12-30 23:45:41,565.67,83.0,4.15,1026,1.03,0
2022-12-30 23:30:36,522.12,83.0,4.15,1026,1.03,0
2022-12-30 23:18:04,567.29,83.0,4.15,1026,1.03,0
2022-12-30 23:00:36,508.59,83.0,4.15,1026,1.03,0
2022-12-30 22:45:38,544.56,85.0,5.18,1025,1.54,0
2022-12-30 22:30:40,541.57,85.0,5.18,1025,1.54,0
2022-12-30 22:15:37,570.3,85.0,5.18,1025,1.54,0
2022-12-30 22:00:38,622.08,85.0,5.18,1025,1.54,0
2022-12-30 21:45:37,605.54,80.0,4.91,1024,1.03,40
2022-12-30 21:30:35,535.8,80.0,4.91,1024,1.03,40
2022-12-30 21:15:46,477.08,80.0,4.91,1024,1.03,40
2022-12-30 21:03:07,505.46,80.0,4.91,1024,1.03,40
2022-12-30 20:45:41,475.03,84.0,4.45,1024,1.03,64
2022-12-30 20:30:37,427.87,84.0,4.45,1024,1.03,64
2022-12-30 20:15:38,432.08,84.0,4.45,1024,1.03,64
2022-12-30 20:00:43,409.1,84.0,4.45,1024,1.03,64
2022-12-30 19:51:33,385.18,83.0,5.1,1024,1.54,94
2022-12-30 19:45:41,1711.2,83.0,5.1,1024,1.54,94
2022-12-30 19:30:37,344.52,83.0,5.1,1024,1.54,94
2022-12-30 19:15:31,334.11,83.0,5.1,1024,1.54,94
2022-12-30 19:00:27,318.76,83.0,5.1,1024,1.54,94
2022-12-30 18:45:22,331.59,82.0,5.58,1023,2.06,77
2022-12-30 18:30:28,337.55,82.0,5.58,1023,2.06,77
2022-12-30 18:17:52,340.65,81.99,3.79,1023,2.06,77
2022-12-30 18:00:28,293.15,82.0,5.58,1023,2.06,77
2022-12-30 17:45:24,235.67,80.0,6.06,1023,1.03,72
2022-12-30 17:30:23,166.18,80.0,6.06,1023,1.03,72
2022-12-30 17:15:22,174.47,80.49,4.69,1023,1.03,72
2022-12-30 17:00:26,173.01,79.98,4.72,1023,1.03,72
2022-12-30 16:45:26,146.15,79.5,4.96,1022,0.51,20
2022-12-30 16:30:26,146.69,79.01,5.25,1022,0.51,20
2022-12-30 16:15:28,109.83,78.73,5.74,1022,0.51,20
2022-12-30 16:00:31,101.87,78.24,6.25,1022,0.51,20
2022-12-30 15:45:30,92.23,77.5,6.99,1021,1.54,56
2022-12-30 15:30:36,76.07,76.98,8.69,1021,1.54,56
2022-12-30 15:20:03,57.99,78.03,7.67,1021,1.54,56
2022-12-30 15:00:33,73.37,77.62,8.41,1021,1.54,56
2022-12-30 14:45:36,66.98,77.38,8.8,1021,1.03,65
2022-12-30 14:30:38,73.65,77.11,9.21,1021,1.03,65
2022-12-30 14:15:37,51.98,77.24,9.72,1021,1.03,65
2022-12-30 14:00:42,52.82,77.28,9.82,1021,1.03,65
2022-12-30 13:45:37,47.19,77.33,9.9,1021,1.34,35
2022-12-30 13:30:42,54.79,77.24,10.2,1021,1.34,35
2022-12-30 13:15:39,53.78,77.49,10.25,1021,1.34,35
2022-12-30 13:00:39,49.71,77.37,10.44,1021,1.34,35
2022-12-30 12:45:43,46.96,77.66,11.03,1021,0.89,0
2022-12-30 12:31:01,44.5,77.87,11.52,1021,0.89,0
2022-12-30 12:16:00,37.47,78.6,12.33,1021,0.89,0
2022-12-30 12:00:58,42.59,79.35,14.56,1021,0.89,0
2022-12-30 11:48:37,39.79,80.46,12.18,1021,1.03,0
2022-12-30 11:31:01,42.16,83.03,12.84,1021,1.03,0
2022-12-30 11:16:01,43.34,83.75,13.43,1021,1.03,0
2022-12-30 11:01:08,40.4,87.87,11.45,1021,1.03,0
2022-12-30 10:46:07,43.9,88.93,8.93,1021,0.51,0
2022-12-30 10:30:50,44.65,88.07,6.62,1021,0.51,0
2022-12-30 10:15:48,51.74,88.43,6.73,1021,0.51,0
2022-12-30 10:00:47,50.83,88.67,5.18,1021,0.51,0
2022-12-30 09:45:48,55.32,88.78,4.75,1021,1.03,0
2022-12-30 09:30:46,45.72,88.82,4.24,1021,1.03,0
2022-12-30 09:16:01,51.87,79.0,4.43,1021,1.03,0
2022-12-30 09:00:46,42.07,88.14,4.28,1021,1.03,0
2022-12-30 08:40:58,38.09,81.0,2.65,1021,2.06,0
2022-12-30 08:00:43,149.59,81.0,2.65,1021,2.06,0
2022-12-30 07:45:43,177.62,82.0,2.19,1020,2.57,0
2022-12-30 07:33:08,209.31,82.0,2.19,1020,2.57,0
2022-12-30 07:15:40,149.33,82.0,2.19,1020,2.57,0
2022-12-30 07:00:42,140.67,82.0,2.19,1020,2.57,0
2022-12-30 06:45:42,138.52,80.0,2.68,1020,2.57,0
2022-12-30 06:31:40,166.82,80.0,2.68,1020,2.57,0
2022-12-30 06:00:42,121.04,80.0,2.68,1020,2.57,0
2022-12-30 05:45:42,108.84,80.0,2.69,1020,2.57,82
2022-12-30 05:30:39,103.49,80.0,2.69,1020,2.57,82
2022-12-30 05:15:40,65.82,80.0,2.69,1020,2.57,82
2022-12-30 05:00:45,100.73,80.0,2.69,1020,2.57,82
2022-12-30 04:45:41,85.3,83.0,2.81,1020,1.54,89
2022-12-30 04:30:36,89.2,83.0,2.81,1020,1.54,89
2022-12-30 04:15:39,80.2,83.0,2.81,1020,1.54,89
2022-12-30 04:00:41,50.8,83.0,2.81,1020,1.54,89
2022-12-30 03:45:42,69.99,83.0,3.21,1020,1.54,75
2022-12-30 03:30:42,40.82,83.0,3.21,1020,1.54,75
2022-12-30 03:15:45,74.75,83.0,3.21,1020,1.54,75
2022-12-30 03:00:37,60.22,83.0,3.21,1020,1.54,75
2022-12-30 02:45:45,60.59,85.0,3.15,1020,1.54,75
2022-12-30 02:30:40,85.57,85.0,3.15,1020,1.54,75
2022-12-30 02:15:40,90.35,85.0,3.15,1020,1.54,75
2022-12-30 02:00:41,76.96,85.0,3.15,1020,1.54,75
2022-12-30 01:45:42,62.58,84.0,3.17,1020,1.03,0
2022-12-30 01:30:38,61.98,84.0,3.17,1020,1.03,0
2022-12-30 01:15:44,45.32,84.0,3.17,1020,1.03,0
2022-12-30 01:00:38,61.67,84.0,3.17,1020,1.03,0
2022-12-30 00:45:41,46.84,83.0,3.82,1020,2.06,0
2022-12-30 00:30:42,65.08,83.0,3.82,1020,2.06,0
2022-12-30 00:15:41,128.43,83.0,3.82,1020,2.06,0
2022-12-30 00:00:42,156.64,83.0,3.82,1020,2.06,0
2022-12-29 23:45:41,213.0,83.0,4.01,1020,1.03,20
2022-12-29 23:30:37,192.03,83.0,4.01,1020,1.03,20
2022-12-29 23:15:43,221.94,83.0,4.01,1020,1.03,20
2022-12-29 23:00:38,202.69,83.0,4.01,1020,1.03,20
2022-12-29 22:45:42,165.41,82.0,4.2,1021,0.51,20
2022-12-29 22:30:30,175.47,82.0,4.2,1021,0.51,20
2022-12-29 22:15:29,159.24,82.0,4.2,1021,0.51,20
2022-12-29 22:00:29,146.81,82.0,4.2,1021,0.51,20
2022-12-29 21:45:31,108.52,81.0,4.74,1021,1.03,40
2022-12-29 21:30:28,85.29,81.0,4.74,1021,1.03,40
2022-12-29 21:15:28,79.95,81.0,4.74,1021,1.03,40
2022-12-29 21:00:30,85.27,81.0,4.74,1021,1.03,40
2022-12-29 20:45:28,78.97,78.0,5.42,1021,2.06,40
2022-12-29 20:30:28,65.95,78.0,5.42,1021,2.06,40
2022-12-29 20:15:32,54.08,83.08,4.82,1021,2.06,40
2022-12-29 20:00:39,52.12,82.67,6.54,1021,2.06,40
2022-12-29 19:51:28,51.03,83.91,6.46,1021,1.54,100
2022-12-29 19:30:29,58.6,79.0,5.47,1021,1.54,100
2022-12-29 19:15:34,50.43,79.0,5.47,1021,1.54,100
2022-12-29 19:00:30,54.99,79.0,5.47,1021,1.54,100
2022-12-29 18:45:27,49.98,77.0,5.74,1021,0.51,0
2022-12-29 18:30:28,58.19,77.0,5.74,1021,0.51,0
2022-12-29 18:15:27,58.25,77.0,5.74,1021,0.51,0
2022-12-29 18:00:32,54.71,77.0,5.74,1021,0.51,0
2022-12-29 17:45:29,61.41,82.22,4.36,1021,2.06,93
2022-12-29 17:30:34,50.78,81.8,4.51,1021,2.06,93
2022-12-29 17:15:31,45.5,81.59,4.71,1021,2.06,93
2022-12-29 17:00:33,39.27,81.39,5.25,1021,2.06,93
2022-12-29 16:45:30,33.96,81.29,5.77,1021,0.45,92
2022-12-29 16:30:39,35.16,81.29,6.4,1021,0.45,92
2022-12-29 16:15:37,34.61,81.26,6.94,1021,0.45,92
2022-12-29 16:00:39,24.19,80.97,7.27,1021,0.45,92
2022-12-29 15:45:41,23.74,80.92,7.75,1020,1.54,91
2022-12-29 15:30:41,25.27,80.73,8.4,1020,1.54,91
2022-12-29 15:15:42,23.9,80.48,9.0,1020,1.54,91
2022-12-29 15:00:41,27.33,80.45,11.18,1020,1.54,0
2022-12-29 14:48:13,25.45,81.26,8.96,1020,1.54,87
2022-12-29 14:30:40,28.49,81.56,9.73,1020,1.54,87
2022-12-29 14:15:42,33.3,81.82,9.82,1020,1.54,87
2022-12-29 14:00:43,27.46,83.11,9.82,1020,1.54,87
